Timestamp;YEAR;FRUITS_VEGGIES;DAILY_STRESS;PLACES_VISITED;CORE_CIRCLE;SUPPORTING_OTHERS;SOCIAL_NETWORK;ACHIEVEMENT;DONATION;BMI_RANGE;TODO_COMPLETED;FLOW;DAILY_STEPS;LIVE_VISION;SLEEP_HOURS;LOST_VACATION;DAILY_SHOUTING;SUFFICIENT_INCOME;PERSONAL_AWARDS;TIME_FOR_PASSION;WEEKLY_MEDITATION;AGE;GENDER;WORK_LIFE_BALANCE_SCORE
16/1/2016;2016;2;2;10;1;2;1;10;1;1;4;1;1;2;9;0;10;2;10;4;10;21 to 35;Female;660.1
16/1/2016;2016;2;1;1;6;2;10;2;2;2;7;2;8;10;6;1;1;2;3;2;5;36 to 50;Female;662.6
16/1/2016;2016;1;0;3;4;4;10;2;5;2;5;1;1;1;4;3;5;2;6;0;10;51 or more;Female;638.7
17/1/2016;2016;1;1;2;9;6;9;4;0;1;8;4;5;10;6;10;2;2;5;1;3;21 to 35;Female;665.4
17/1/2016;2016;2;1;10;10;5;5;4;5;1;7;1;7;7;8;10;0;2;10;5;10;21 to 35;Female;718.9
17/1/2016;2016;1;3;6;6;8;2;4;3;2;8;6;4;0;5;0;1;2;4;10;6;51 or more;Female;665
17/1/2016;2016;5;4;10;6;5;3;5;5;2;4;2;5;0;7;10;7;2;10;5;10;51 or more;Male;660.5
17/1/2016;2016;5;3;10;10;10;10;7;5;1;6;3;8;5;8;0;1;2;10;9;10;36 to 50;Male;766.7
17/1/2016;2016;3;1;5;9;7;10;4;5;1;7;3;7;1;6;3;1;2;8;3;10;51 or more;Male;716.8
17/1/2016;2016;2;4;1;5;7;2;1;5;1;8;0;1;1;7;0;10;2;10;0;4;36 to 50;Female;635.9
17/1/2016;2016;1;3;4;6;4;1;3;0;1;4;2;6;0;6;7;2;2;2;0;5;21 to 35;Male;614.6
17/1/2016;2016;5;3;4;10;5;10;1;4;2;0;2;3;2;4;0;0;2;7;2;10;21 to 35;Male;668
17/1/2016;2016;5;5;3;3;4;10;3;3;1;5;1;4;0;6;0;0;2;5;1;7;36 to 50;Female;661.8
17/1/2016;2016;1;1;1;4;1;6;5;1;2;6;3;2;5;7;1;1;2;4;7;10;21 to 35;Male;649.7
17/1/2016;2016;1;2;3;3;2;2;3;1;1;7;2;7;2;6;1;2;2;5;5;3;21 to 35;Female;643.7
18/1/2016;2016;2;4;6;4;2;4;6;0;2;8;5;4;2;6;0;2;2;8;8;7;21 to 35;Female;655
18/1/2016;2016;1;1;2;10;2;9;8;1;2;10;7;3;2;7;0;1;2;4;6;7;21 to 35;Male;678.8
18/1/2016;2016;2;5;2;10;10;10;1;5;2;2;0;1;5;6;2;10;2;5;0;2;21 to 35;Female;623.8
18/1/2016;2016;3;0;2;5;0;6;1;0;2;1;0;5;0;10;10;0;1;1;0;1;Less than 20;Female;577.8
18/1/2016;2016;2;2;1;8;8;2;2;5;2;6;1;3;3;7;0;1;2;6;0;10;51 or more;Female;658.4
18/1/2016;2016;4;2;4;10;10;10;8;5;1;9;2;9;5;8;0;0;1;10;5;10;Less than 20;Female;741.4
18/1/2016;2016;2;4;5;5;7;3;3;2;1;9;1;3;0;8;5;1;2;2;0;10;21 to 35;Female;648.4
18/1/2016;2016;2;3;6;5;3;10;4;1;2;8;8;9;3;8;3;1;1;4;2;2;21 to 35;Female;646.2
18/1/2016;2016;3;3;8;5;3;5;3;2;1;7;1;5;4;8;0;5;2;4;3;10;36 to 50;Female;674.3
18/1/2016;2016;3;3;7;5;3;5;3;2;1;7;1;5;4;8;0;5;2;4;3;10;36 to 50;Female;672.6
19/1/2016;2016;4;4;1;5;0;10;2;1;1;2;0;6;0;10;3;4;2;1;1;1;21 to 35;Male;622.2
19/1/2016;2016;4;3;6;10;3;6;4;3;2;5;1;4;4;9;0;8;1;10;2;10;36 to 50;Female;655.6
19/1/2016;2016;2;0;6;5;8;8;4;5;1;8;3;10;2;9;0;1;2;7;2;5;36 to 50;Male;718
19/1/2016;2016;2;3;5;5;5;10;4;5;2;8;1;10;2;8;0;1;1;5;1;4;21 to 35;Female;658.3
19/1/2016;2016;2;3;1;6;0;2;1;1;1;6;0;7;6;7;2;3;1;2;1;9;21 to 35;Male;620.1
19/1/2016;2016;3;5;2;4;8;10;2;3;1;3;1;2;0;6;10;3;2;5;1;1;36 to 50;Female;620.6
19/1/2016;2016;4;4;8;0;4;6;4;2;1;7;1;6;3;7;3;4;2;4;0;10;Less than 20;Male;660.7
19/1/2016;2016;4;2;8;8;7;3;2;2;2;2;2;4;2;8;2;7;2;2;2;8;51 or more;Female;643.5
19/1/2016;2016;1;1;3;5;4;5;6;4;2;7;2;6;3;7;1;2;2;7;2;2;36 to 50;Male;655.6
19/1/2016;2016;1;1;3;5;4;5;6;4;2;7;2;6;3;7;1;2;2;7;2;2;36 to 50;Male;655.6
19/1/2016;2016;2;5;3;3;10;10;1;1;2;7;1;6;5;6;10;4;1;5;0;2;36 to 50;Female;599.3
20/1/2016;2016;3;4;4;7;5;10;3;1;1;5;1;3;5;9;10;8;1;3;2;10;Less than 20;Female;629.9
20/1/2016;2016;3;4;10;6;5;3;3;2;1;6;3;6;5;7;0;3;2;5;1;3;36 to 50;Female;669.2
20/1/2016;2016;3;4;1;3;3;10;6;4;1;1;2;7;1;7;0;5;2;6;2;5;Less than 20;Female;657.5
20/1/2016;2016;3;2;3;8;5;10;5;3;2;7;6;2;2;7;0;0;2;3;2;5;51 or more;Female;670.1
20/1/2016;2016;3;2;2;1;2;3;3;2;1;3;1;1;2;7;1;0;2;2;4;0;Less than 20;Male;624
20/1/2016;2016;5;1;5;6;6;3;5;4;1;4;10;4;10;8;0;1;1;10;10;10;21 to 35;Male;726.8
20/1/2016;2016;1;4;3;3;5;10;5;5;1;9;2;7;10;7;0;1;2;8;0;10;36 to 50;Male;703.4
20/1/2016;2016;2;3;1;1;1;4;2;0;2;4;0;2;0;6;3;2;1;0;1;5;36 to 50;Male;562.8
21/1/2016;2016;5;1;6;6;10;6;2;5;1;8;5;7;5;9;0;3;2;4;7;7;51 or more;Female;729.3
21/1/2016;2016;1;2;2;5;3;5;3;0;1;8;2;5;5;10;3;4;1;5;4;5;21 to 35;Male;637.3
21/1/2016;2016;1;2;1;4;0;2;1;1;1;1;0;1;1;5;3;10;1;0;0;0;21 to 35;Male;550.5
21/1/2016;2016;1;4;4;4;8;6;6;3;1;4;3;5;5;7;5;4;1;5;4;5;21 to 35;Female;643.5
21/1/2016;2016;2;1;5;8;1;5;1;1;1;4;2;2;2;6;10;0;2;2;2;6;21 to 35;Male;630.8
21/1/2016;2016;4;5;8;10;10;9;4;5;1;6;3;10;3;10;0;9;2;4;4;5;36 to 50;Female;709.7
21/1/2016;2016;4;3;3;2;5;4;2;0;2;3;2;4;2;7;0;2;2;4;4;5;21 to 35;Male;626.3
21/1/2016;2016;5;2;5;2;3;5;2;5;1;7;2;5;2;7;0;1;2;5;0;10;Less than 20;Female;682.6
21/1/2016;2016;5;3;5;6;10;10;7;2;2;6;2;10;10;7;2;10;1;3;3;5;36 to 50;Female;666.6
22/1/2016;2016;5;5;10;10;4;2;2;0;1;10;3;5;2;8;0;1;1;4;0;1;21 to 35;Female;648.8
22/1/2016;2016;3;3;10;10;10;7;8;5;2;6;2;4;5;9;0;2;1;10;1;7;36 to 50;Female;694.7
22/1/2016;2016;1;2;10;1;2;6;4;0;1;5;5;3;0;7;0;1;2;3;3;6;21 to 35;Male;651.6
22/1/2016;2016;0;5;0;0;0;10;0;1;2;8;10;2;0;5;10;4;1;5;1;10;36 to 50;Male;577.9
22/1/2016;2016;4;3;10;5;4;3;3;4;1;7;2;5;2;6;0;2;1;1;1;0;21 to 35;Male;643.3
22/1/2016;2016;2;3;5;3;3;4;3;5;1;7;2;8;0;8;0;2;2;4;1;10;21 to 35;Female;673.2
23/1/2016;2016;1;3;1;1;10;10;1;0;2;3;0;2;10;6;0;10;2;1;0;0;36 to 50;Female;598.5
23/1/2016;2016;5;4;7;10;10;5;2;5;1;4;1;1;0;9;0;3;2;3;1;1;21 to 35;Female;670.3
23/1/2016;2016;2;4;3;4;10;10;6;3;2;7;2;9;3;7;0;2;2;10;3;8;51 or more;Male;686.8
23/1/2016;2016;1;4;1;4;3;5;0;0;1;6;0;5;0;7;0;3;2;1;0;10;Less than 20;Male;619.7
23/1/2016;2016;4;3;9;10;6;10;9;2;1;5;5;4;0;6;7;7;1;10;5;4;36 to 50;Female;673.7
23/1/2016;2016;2;1;2;4;2;5;2;5;2;7;2;6;10;6;0;1;1;5;2;4;36 to 50;Male;645.2
23/1/2016;2016;1;4;5;5;10;3;4;3;2;4;2;6;3;7;0;2;2;6;1;3;21 to 35;Female;643.7
23/1/2016;2016;3;4;10;7;8;8;10;5;2;7;1;3;3;6;0;1;2;10;1;5;51 or more;Female;692.2
23/1/2016;2016;2;2;5;1;2;10;2;5;2;10;0;5;5;6;0;1;2;2;0;7;36 to 50;Female;655.2
24/1/2016;2016;1;3;1;2;1;10;2;0;1;5;2;3;2;5;0;4;1;3;3;5;21 to 35;Female;607
24/1/2016;2016;3;2;8;5;5;6;2;5;1;7;3;9;5;6;8;2;2;10;8;6;51 or more;Male;703.6
24/1/2016;2016;3;2;8;5;5;6;2;5;1;7;3;9;5;6;8;2;2;10;8;6;51 or more;Male;703.6
24/1/2016;2016;5;3;6;6;4;8;1;5;2;8;1;10;3;7;5;2;2;5;0;9;36 to 50;Female;675.1
24/1/2016;2016;2;1;5;6;4;10;1;1;1;0;2;7;0;8;0;5;2;2;3;0;Less than 20;Male;644.1
24/1/2016;2016;4;3;10;4;10;10;3;5;1;4;1;10;4;10;10;5;1;10;4;10;Less than 20;Female;696.1
24/1/2016;2016;1;3;3;2;2;1;2;1;2;0;2;10;2;10;0;6;1;6;0;6;21 to 35;Female;595.8
24/1/2016;2016;3;1;10;10;10;8;6;5;1;7;2;8;3;8;0;5;2;10;0;10;36 to 50;Female;736.1
24/1/2016;2016;0;3;2;4;1;7;1;2;2;7;4;4;0;6;5;1;1;1;5;2;21 to 35;Male;590.4
24/1/2016;2016;5;4;10;5;10;10;2;5;2;8;4;7;3;8;5;5;2;4;10;2;21 to 35;Female;691.7
24/1/2016;2016;5;4;1;5;5;2;2;1;1;9;2;8;1;8;10;2;2;8;2;9;51 or more;Female;656.2
24/1/2016;2016;1;4;2;5;10;10;3;2;1;5;1;7;0;7;3;5;2;4;1;5;21 to 35;Female;649
24/1/2016;2016;1;3;5;8;4;10;2;0;2;8;2;4;4;8;0;1;2;10;3;7;21 to 35;Male;665.6
24/1/2016;2016;5;3;10;4;5;7;2;5;1;8;6;10;7;8;0;3;1;10;4;10;51 or more;Female;721.2
24/1/2016;2016;0;3;2;2;1;5;0;2;1;7;3;7;1;7;0;0;1;3;1;1;21 to 35;Male;611.6
24/1/2016;2016;3;2;7;8;4;4;2;5;2;2;5;4;3;6;0;1;2;3;0;7;51 or more;Female;658.4
24/1/2016;2016;3;4;2;2;0;4;3;1;1;5;2;10;1;7;0;10;2;3;2;10;Less than 20;Female;634.3
24/1/2016;2016;3;4;2;1;0;2;0;0;1;4;1;10;0;7;5;7;2;3;2;10;Less than 20;Female;612.2
24/1/2016;2016;3;2;4;8;6;6;6;5;2;2;5;4;0;7;0;2;2;3;3;5;51 or more;Female;663.7
24/1/2016;2016;4;4;8;3;4;3;4;4;1;5;2;3;5;5;3;2;1;3;4;2;Less than 20;Female;637.6
25/1/2016;2016;4;2;6;10;8;10;1;2;2;9;10;5;5;8;2;1;2;10;7;3;21 to 35;Female;711.7
25/1/2016;2016;2;4;0;0;0;5;0;0;1;0;0;5;0;8;0;3;2;2;3;4;51 or more;Male;597.8
25/1/2016;2016;2;3;2;5;0;3;0;0;1;3;1;1;1;7;2;1;1;3;1;2;Less than 20;Male;586.6
25/1/2016;2016;3;3;6;3;4;4;3;1;1;5;2;8;3;8;0;1;2;2;4;10;21 to 35;Male;671.5
25/1/2016;2016;3;2;8;10;10;10;6;2;1;6;4;8;1;7;0;2;2;4;4;2;36 to 50;Female;707
25/1/2016;2016;2;3;2;2;10;4;4;5;1;2;1;3;0;8;0;2;2;10;1;1;36 to 50;Male;655.2
25/1/2016;2016;4;5;3;8;10;6;6;5;1;6;4;8;1;6;0;1;2;10;4;2;21 to 35;Female;701.7
25/1/2016;2016;4;0;3;4;4;5;2;4;1;9;1;5;1;8;0;4;2;3;3;10;21 to 35;Male;682.8
25/1/2016;2016;1;3;2;0;0;4;1;0;2;4;1;1;0;10;0;5;1;2;0;10;21 to 35;Male;573.6
25/1/2016;2016;2;3;2;2;0;4;2;0;1;5;0;1;5;7;7;8;1;1;5;1;21 to 35;Female;576.4
25/1/2016;2016;2;3;2;2;0;4;2;0;1;5;0;1;5;7;7;8;1;1;5;1;21 to 35;Female;576.4
25/1/2016;2016;2;5;0;3;10;3;3;5;1;3;6;2;10;8;8;2;2;4;5;3;51 or more;Female;655
25/1/2016;2016;1;3;3;2;3;10;3;0;2;3;3;3;3;6;0;5;1;4;1;5;36 to 50;Female;597
25/1/2016;2016;3;4;7;4;3;8;1;2;2;7;4;3;1;7;5;4;2;10;1;3;36 to 50;Male;634.6
26/1/2016;2016;5;3;8;5;3;5;3;5;2;8;2;7;2;7;2;0;2;3;2;5;51 or more;Female;669.4
26/1/2016;2016;3;1;5;10;8;10;0;5;2;7;8;5;2;8;0;1;2;5;6;6;51 or more;Female;704.9
26/1/2016;2016;2;0;5;4;0;0;4;0;1;5;8;9;0;5;10;0;2;10;2;5;36 to 50;Female;650.7
26/1/2016;2016;4;2;6;9;5;7;1;1;1;8;0;4;1;8;0;8;2;10;1;3;36 to 50;Female;667.3
26/1/2016;2016;3;4;8;5;3;10;0;3;1;8;1;6;5;6;10;3;2;3;6;2;21 to 35;Female;655.4
26/1/2016;2016;3;4;6;5;7;5;5;1;1;7;5;7;5;7;0;2;1;6;2;5;21 to 35;Female;666
26/1/2016;2016;4;4;5;9;6;5;5;2;1;8;2;9;2;7;2;1;1;5;2;6;21 to 35;Male;669.8
26/1/2016;2016;2;3;5;5;1;2;2;1;1;8;1;10;5;8;0;2;2;10;2;10;21 to 35;Female;678.7
26/1/2016;2016;2;3;5;5;1;2;2;1;1;8;1;10;5;8;0;2;2;10;2;10;21 to 35;Female;678.7
26/1/2016;2016;2;3;5;5;1;2;2;1;1;8;1;10;5;8;0;2;2;10;2;10;21 to 35;Female;678.7
26/1/2016;2016;2;3;2;8;6;10;1;1;2;5;2;7;1;7;5;7;2;3;2;10;36 to 50;Female;635.4
26/1/2016;2016;4;1;5;5;4;4;4;3;1;6;4;10;10;8;0;0;2;3;3;7;21 to 35;Female;709.3
26/1/2016;2016;5;5;10;10;8;4;5;5;2;6;4;4;3;6;0;7;2;8;4;6;51 or more;Female;683.9
26/1/2016;2016;4;3;3;7;1;3;3;2;1;7;2;3;5;7;9;1;2;10;0;3;21 to 35;Male;648.2
26/1/2016;2016;4;1;6;6;3;8;1;0;1;7;2;10;2;6;0;1;2;3;2;10;36 to 50;Male;685.1
26/1/2016;2016;4;1;6;6;3;8;1;0;1;7;2;10;2;6;0;1;2;3;2;10;36 to 50;Male;685.1
26/1/2016;2016;4;1;6;6;3;8;1;0;1;7;2;10;2;6;0;1;2;3;2;10;36 to 50;Male;685.1
26/1/2016;2016;3;3;10;10;9;7;3;2;1;4;4;5;10;7;0;4;1;7;3;10;21 to 35;Female;697.9
26/1/2016;2016;3;3;10;2;0;3;3;1;1;7;7;7;1;8;0;5;2;10;7;10;21 to 35;Male;686.6
27/1/2016;2016;2;2;3;4;6;10;6;3;2;8;6;2;2;8;10;5;2;7;6;3;36 to 50;Female;651.6
27/1/2016;2016;2;2;2;7;3;8;3;2;2;3;4;5;5;6;10;1;2;8;2;6;36 to 50;Male;639.9
27/1/2016;2016;3;1;10;10;10;8;4;2;2;8;3;5;1;7;0;0;2;5;5;10;21 to 35;Male;706.4
27/1/2016;2016;2;3;0;6;1;10;5;0;1;4;2;10;10;5;0;4;2;0;1;2;Less than 20;Male;649.2
27/1/2016;2016;5;4;10;10;10;10;10;5;1;10;6;7;3;6;0;6;2;10;2;7;21 to 35;Female;745.7
27/1/2016;2016;4;4;3;7;1;5;1;1;1;5;2;8;3;6;10;4;1;3;6;3;21 to 35;Female;616.7
27/1/2016;2016;3;2;5;8;7;5;7;0;1;7;2;7;2;6;0;1;2;5;2;4;36 to 50;Male;679.4
27/1/2016;2016;5;2;10;4;10;6;10;5;1;7;4;7;6;8;0;1;2;10;6;10;51 or more;Female;756.3
27/1/2016;2016;3;3;10;10;10;10;7;2;1;10;8;10;5;8;0;1;2;5;8;10;Less than 20;Female;758.6
27/1/2016;2016;5;3;10;4;7;7;5;5;1;7;4;6;5;8;0;1;1;10;6;10;51 or more;Female;720.4
28/1/2016;2016;4;3;10;7;10;10;4;5;2;7;3;6;5;7;0;7;2;10;4;7;21 to 35;Female;708.3
28/1/2016;2016;5;3;4;8;6;10;2;5;2;5;1;2;0;7;5;2;1;5;4;10;51 or more;Male;649.7
28/1/2016;2016;3;3;5;6;2;10;5;2;1;4;2;4;2;7;4;2;1;6;2;5;21 to 35;Female;645
28/1/2016;2016;2;1;4;3;2;1;4;1;1;6;0;8;2;7;4;2;1;2;2;8;21 to 35;Male;627.1
28/1/2016;2016;5;1;10;4;1;2;3;2;1;7;1;8;1;9;0;1;2;3;2;10;21 to 35;Female;687
28/1/2016;2016;1;1;5;6;5;5;4;5;1;6;2;1;10;7;2;6;2;0;8;10;21 to 35;Male;683.5
28/1/2016;2016;1;5;10;3;2;8;2;0;2;7;2;2;1;9;10;3;1;3;0;3;Less than 20;Female;582.1
29/1/2016;2016;3;4;0;6;7;10;5;5;1;8;2;10;1;5;0;4;2;5;0;3;36 to 50;Female;676.4
29/1/2016;2016;5;4;8;3;5;5;8;2;1;8;2;10;10;6;10;7;2;8;10;6;21 to 35;Female;697
29/1/2016;2016;2;1;0;10;4;8;3;2;1;4;7;2;5;7;0;2;2;5;0;10;Less than 20;Male;680.3
29/1/2016;2016;2;3;4;3;4;6;6;1;1;4;3;8;3;7;10;2;2;3;2;7;21 to 35;Female;645.8
29/1/2016;2016;3;3;4;10;4;7;8;3;1;6;4;10;5;6;10;5;1;6;5;6;36 to 50;Male;669.8
29/1/2016;2016;3;3;4;10;8;7;10;3;1;6;8;10;6;6;10;5;1;9;4;6;36 to 50;Male;691.9
29/1/2016;2016;1;4;4;10;3;4;2;1;2;4;3;3;1;7;1;9;1;6;2;4;21 to 35;Female;595.5
29/1/2016;2016;4;4;3;5;8;10;3;4;1;8;4;5;3;6;3;6;1;4;3;5;21 to 35;Male;658.6
29/1/2016;2016;1;4;2;6;1;6;1;3;1;6;1;6;0;7;5;3;1;2;1;6;21 to 35;Male;609.7
29/1/2016;2016;3;5;4;2;2;5;3;1;2;9;1;4;0;7;0;3;2;10;3;10;21 to 35;Female;639.9
29/1/2016;2016;1;5;1;3;10;10;1;2;2;5;1;1;3;8;1;1;2;4;4;1;36 to 50;Male;624.2
29/1/2016;2016;2;1;10;6;5;6;7;1;1;9;1;7;5;8;0;0;2;6;1;10;21 to 35;Male;708.7
29/1/2016;2016;2;4;10;5;4;6;2;0;1;1;0;3;0;6;0;10;1;2;0;4;36 to 50;Female;595.3
29/1/2016;2016;5;3;10;8;10;6;7;5;2;2;0;2;5;8;0;5;2;7;1;10;51 or more;Female;690.7
29/1/2016;2016;0;4;0;6;2;1;3;4;2;6;3;1;10;8;3;7;1;6;3;9;21 to 35;Male;610.6
29/1/2016;2016;5;4;3;5;5;4;4;5;1;4;1;3;4;7;6;7;2;4;2;3;36 to 50;Female;644.8
30/1/2016;2016;5;2;10;6;6;4;6;2;1;9;2;6;1;7;0;1;2;4;1;8;36 to 50;Female;698.1
30/1/2016;2016;2;2;1;4;1;7;0;0;2;4;2;6;5;6;0;4;2;7;3;6;21 to 35;Male;628.2
30/1/2016;2016;4;4;7;8;6;10;5;5;1;5;3;10;1;7;0;7;2;10;3;1;Less than 20;Female;698.9
30/1/2016;2016;5;4;10;6;10;10;3;5;1;4;2;4;4;7;10;3;2;4;6;10;51 or more;Female;697.7
30/1/2016;2016;5;4;5;8;1;6;1;1;1;5;2;10;2;8;3;1;2;3;1;8;36 to 50;Female;666.8
30/1/2016;2016;5;3;6;5;6;3;0;5;1;7;2;2;1;7;5;0;2;2;5;7;21 to 35;Male;668.4
30/1/2016;2016;5;5;0;2;3;2;3;5;2;7;0;10;3;7;0;4;2;4;0;10;21 to 35;Female;644.5
30/1/2016;2016;3;3;9;10;10;8;5;0;1;6;5;10;6;8;0;3;1;5;0;5;21 to 35;Female;690.6
31/1/2016;2016;2;5;5;5;10;10;4;5;1;1;3;10;0;4;7;2;2;10;2;2;21 to 35;Female;667.7
31/1/2016;2016;3;3;5;10;2;10;6;0;2;7;5;7;10;7;0;1;1;1;7;10;36 to 50;Female;676.2
31/1/2016;2016;5;1;6;10;10;7;7;5;1;7;2;5;4;7;0;0;2;9;4;10;51 or more;Male;743.8
31/1/2016;2016;0;4;3;2;6;10;3;2;2;5;4;9;2;6;3;3;2;10;6;4;21 to 35;Male;649.2
31/1/2016;2016;5;1;1;5;10;10;0;5;1;8;1;4;0;7;2;0;2;5;4;4;51 or more;Female;690.9
31/1/2016;2016;2;5;10;5;10;8;1;5;1;9;6;3;10;9;10;1;1;10;0;10;21 to 35;Female;689.4
31/1/2016;2016;1;1;10;4;10;5;5;5;1;7;2;1;10;8;0;1;2;10;5;10;21 to 35;Male;726.2
31/1/2016;2016;1;2;2;10;3;10;1;1;1;4;1;10;0;7;0;1;2;2;1;10;Less than 20;Male;666.6
31/1/2016;2016;5;2;10;5;8;9;6;3;1;5;7;10;10;6;10;1;1;7;5;10;Less than 20;Female;715.7
31/1/2016;2016;1;3;2;3;4;6;5;2;1;5;0;6;2;7;0;5;2;2;0;10;Less than 20;Female;643.7
31/1/2016;2016;5;2;6;4;10;7;10;5;1;7;3;4;3;8;0;2;1;10;7;10;51 or more;Female;721.7
31/1/2016;2016;5;3;10;3;10;6;10;5;1;7;2;3;2;8;0;3;1;10;5;10;51 or more;Female;711.3
31/1/2016;2016;0;5;3;4;3;2;0;0;1;0;4;5;0;8;0;7;1;10;0;0;Less than 20;Female;584.2
31/1/2016;2016;2;4;4;5;8;6;3;5;2;4;8;5;2;5;0;6;1;5;0;1;36 to 50;Female;624.4
13/2/2016;2016;1;2;10;6;6;6;6;0;1;2;2;3;3;7;2;2;2;9;3;10;21 to 35;Male;677.1
13/2/2016;2016;3;1;10;5;10;8;5;5;1;7;7;5;5;7;0;1;2;9;3;10;51 or more;Female;740.4
13/2/2016;2016;2;4;8;10;10;4;10;2;2;4;4;4;3;5;4;8;2;10;2;6;51 or more;Male;661.6
13/2/2016;2016;5;2;10;4;2;10;3;5;1;8;4;2;10;8;0;2;2;6;1;7;21 to 35;Male;714.5
13/2/2016;2016;2;4;3;1;0;8;2;3;1;10;3;6;0;8;2;6;2;4;0;1;21 to 35;Female;632
13/2/2016;2016;2;2;5;9;2;10;3;1;1;7;2;2;5;8;10;1;2;3;1;3;51 or more;Female;649.9
13/2/2016;2016;4;3;4;6;4;10;3;5;2;6;5;5;1;6;4;3;2;3;2;5;51 or more;Female;656.9
13/2/2016;2016;5;2;10;4;2;10;3;5;1;8;4;2;10;8;0;2;2;6;1;7;21 to 35;Male;714.5
14/2/2016;2016;1;5;5;1;5;4;1;3;1;1;3;4;2;9;5;7;1;2;1;5;21 to 35;Female;596.1
14/2/2016;2016;5;2;8;4;9;10;9;4;1;8;8;4;5;7;1;2;2;10;8;10;51 or more;Female;752.1
14/2/2016;2016;1;5;10;1;10;2;1;5;2;4;2;1;5;6;8;6;2;1;6;4;51 or more;Female;615.3
14/2/2016;2016;5;4;10;5;7;10;7;5;1;8;4;7;2;6;10;1;2;10;2;7;36 to 50;Female;710
14/2/2016;2016;1;1;3;3;10;5;4;5;2;7;4;7;1;6;0;4;2;10;5;7;51 or more;Male;679.4
14/2/2016;2016;5;1;2;3;4;4;1;0;1;5;2;7;3;6;5;5;2;10;1;10;51 or more;Male;659
15/2/2016;2016;5;3;8;10;10;10;4;5;1;5;2;8;10;8;0;2;2;4;8;10;51 or more;Female;749.7
15/2/2016;2016;2;2;4;7;7;4;3;3;1;9;3;7;3;8;0;3;2;4;2;10;36 to 50;Female;690
15/2/2016;2016;3;4;6;2;3;3;3;3;1;5;2;1;0;5;7;5;2;4;2;10;21 to 35;Female;627
15/2/2016;2016;5;2;7;8;8;3;2;1;1;9;2;2;0;8;0;5;2;5;1;3;51 or more;Female;666.9
15/2/2016;2016;1;0;10;5;1;5;6;1;2;9;2;10;2;6;0;0;2;5;10;10;21 to 35;Male;691.9
15/2/2016;2016;5;2;8;6;5;5;8;1;1;9;7;10;1;8;0;0;2;7;7;9;36 to 50;Male;731.4
15/2/2016;2016;5;5;4;4;3;1;1;2;1;3;3;10;1;6;0;2;2;10;6;10;51 or more;Female;673.2
16/2/2016;2016;0;5;1;3;10;10;10;0;1;9;5;10;5;6;0;1;2;1;0;10;51 or more;Female;681.7
16/2/2016;2016;5;3;2;10;6;10;8;5;1;2;5;10;0;7;4;4;2;6;3;4;Less than 20;Female;698.9
16/2/2016;2016;1;1;3;4;1;10;10;5;2;9;9;10;2;5;0;8;2;4;2;10;21 to 35;Female;684.9
16/2/2016;2016;2;3;5;3;0;5;10;0;1;5;5;5;6;6;10;5;2;10;0;5;21 to 35;Female;645
16/2/2016;2016;4;4;9;9;7;8;10;5;1;8;2;5;5;5;0;1;1;4;10;7;Less than 20;Male;712.8
16/2/2016;2016;3;2;2;3;2;3;0;0;1;7;2;9;2;8;5;8;2;2;0;7;21 to 35;Male;625.8
16/2/2016;2016;3;3;8;9;4;4;4;2;1;5;2;5;5;7;4;4;2;8;3;6;21 to 35;Male;675.8
16/2/2016;2016;3;1;5;10;10;8;1;5;2;2;2;2;2;8;0;0;2;10;3;7;51 or more;Female;689
16/2/2016;2016;0;3;1;4;3;6;3;3;1;7;5;6;10;7;0;1;1;6;2;1;21 to 35;Male;648.8
16/2/2016;2016;0;3;1;4;5;3;4;3;1;5;5;8;10;7;1;1;1;4;0;7;21 to 35;Male;650.9
16/2/2016;2016;2;4;1;1;0;1;1;3;2;5;0;1;0;6;10;0;1;3;0;2;36 to 50;Female;550.7
16/2/2016;2016;5;1;3;4;0;3;3;1;1;6;2;10;0;7;0;0;2;2;1;10;51 or more;Female;668.3
16/2/2016;2016;3;3;10;3;7;10;4;0;2;10;5;9;3;6;0;4;2;6;8;10;21 to 35;Male;695.1
16/2/2016;2016;3;3;10;3;7;10;4;0;2;10;5;9;3;6;0;4;2;6;8;10;21 to 35;Male;695.1
16/2/2016;2016;2;4;3;3;2;6;5;5;1;9;3;6;5;9;2;2;1;4;5;7;21 to 35;Male;664.5
17/2/2016;2016;1;5;0;0;1;1;0;4;1;0;4;10;2;9;0;1;1;10;10;10;Less than 20;Female;643.2
17/2/2016;2016;2;1;10;6;3;2;3;1;2;5;4;5;1;6;5;1;2;10;5;5;51 or more;Male;653.5
17/2/2016;2016;5;2;5;10;10;10;6;5;2;5;6;4;8;6;3;3;2;7;10;10;36 to 50;Female;728.1
17/2/2016;2016;3;4;3;0;1;4;2;3;1;2;0;6;0;9;0;1;2;2;0;10;21 to 35;Male;635.6
17/2/2016;2016;5;2;10;7;10;10;5;5;2;10;2;10;9;5;0;2;2;10;1;10;51 or more;Female;739.3
17/2/2016;2016;3;3;4;5;10;10;3;5;2;3;2;3;3;6;5;1;2;5;6;5;21 to 35;Female;663.3
17/2/2016;2016;1;4;8;7;8;7;9;4;1;6;2;5;7;6;3;2;2;8;2;4;Less than 20;Male;692.6
